POP_DECOMP_TRACE itr t a p_a REAL_rhs_diag IMAG_rhs_diag REAL_local_A_raw IMAG_local_A_raw REAL_local_B_raw IMAG_local_B_raw REAL_local_raw IMAG_local_raw REAL_local_A_app IMAG_local_A_app REAL_local_B_app IMAG_local_B_app REAL_local_app IMAG_local_app REAL_mem_b1_pop_app IMAG_mem_b1_pop_app REAL_mem_b1_coh_app IMAG_mem_b1_coh_app REAL_mem_b2_pop_app IMAG_mem_b2_pop_app REAL_mem_b2_coh_app IMAG_mem_b2_coh_app REAL_mem_b3_pop_app IMAG_mem_b3_pop_app REAL_mem_b3_coh_app IMAG_mem_b3_coh_app REAL_mem_b4_pop_app IMAG_mem_b4_pop_app REAL_mem_b4_coh_app IMAG_mem_b4_coh_app REAL_mem_pop_app IMAG_mem_pop_app REAL_mem_coh_app IMAG_mem_coh_app REAL_mem_core_app IMAG_mem_core_app REAL_rhs_total IMAG_rhs_total REAL_dp_HEOM IMAG_dp_HEOM REAL_diff IMAG_diff REAL_diff_minus_local_app IMAG_diff_minus_local_app REAL_diff_minus_mem_coh_app IMAG_diff_minus_mem_coh_app REAL_diff_minus_local_and_mem_coh_app IMAG_diff_minus_local_and_mem_coh_app
POP_DECOMP_TRACE 1 0.0000000000e+00 1 +1.464466090000e-01 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.404362550000e-06 +0.000000000000e+00 -2.404362550000e-06 +0.000000000000e+00 -2.404362550000e-06 +0.000000000000e+00 -2.404362550000e-06 +0.000000000000e+00 -2.404362550000e-06 +0.000000000000e+00
POP_DECOMP_TRACE 2 1.0000000000e-02 1 +1.464466330000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.246323907655e-03 +1.762631998777e-05 -1.246323907655e-03 -1.762631998777e-05 -2.492647815311e-03 +0.000000000000e+00 -1.246323907655e-03 +1.762631998777e-05 -1.246323907655e-03 -1.762631998777e-05 -2.492647815311e-03 +0.000000000000e+00 -2.574969905660e-04 +1.294771563349e-05 +0.000000000000e+00 +0.000000000000e+00 -2.574969905660e-04 -1.294771563349e-05 +0.000000000000e+00 +0.000000000000e+00 +1.502638229350e-03 -5.434603624608e-05 +0.000000000000e+00 +0.000000000000e+00 +1.502638229350e-03 +5.434603624608e-05 +0.000000000000e+00 +0.000000000000e+00 +2.490282477568e-03 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.490282477568e-03 +0.000000000000e+00 -2.365337743163e-06 +0.000000000000e+00 +9.726641900000e-06 +0.000000000000e+00 -1.209197964316e-05 +0.000000000000e+00 +2.480555835668e-03 +0.000000000000e+00 -1.209197964316e-05 +0.000000000000e+00 +2.480555835668e-03 +0.000000000000e+00
POP_DECOMP_TRACE 3 2.0000000000e-02 1 +1.464468040000e-01 +0.000000000000e+00 +0.000000000000e+00 -2.464665933932e-03 +6.972184335078e-05 -2.464665933932e-03 -6.972184335078e-05 -4.929331867865e-03 +0.000000000000e+00 -2.464665933932e-03 +6.972184335078e-05 -2.464665933932e-03 -6.972184335078e-05 -4.929331867865e-03 +0.000000000000e+00 -5.087572012624e-04 +5.073057123117e-05 +0.000000000000e+00 +0.000000000000e+00 -5.087572012624e-04 -5.073057123117e-05 +0.000000000000e+00 +0.000000000000e+00 +2.975958711536e-03 -2.125759256954e-04 +0.000000000000e+00 +0.000000000000e+00 +2.975958711536e-03 +2.125759256954e-04 +0.000000000000e+00 +0.000000000000e+00 +4.934403020548e-03 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +4.934403020548e-03 +0.000000000000e+00 +5.071152683063e-06 +0.000000000000e+00 +3.200505000000e-05 +0.000000000000e+00 -2.693389731694e-05 +0.000000000000e+00 +4.902397970548e-03 +0.000000000000e+00 -2.693389731694e-05 +0.000000000000e+00 +4.902397970548e-03 +0.000000000000e+00
POP_DECOMP_TRACE 4 3.0000000000e-02 1 +1.464472740000e-01 +0.000000000000e+00 +0.000000000000e+00 -3.630428461619e-03 +1.540807436357e-04 -3.630428461619e-03 -1.540807436357e-04 -7.260856923239e-03 +0.000000000000e+00 -3.630428461619e-03 +1.540807436357e-04 -3.630428461619e-03 -1.540807436357e-04 -7.260856923239e-03 +0.000000000000e+00 -7.483311634907e-04 +1.103310946709e-04 +0.000000000000e+00 +0.000000000000e+00 -7.483311634907e-04 -1.103310946709e-04 +0.000000000000e+00 +0.000000000000e+00 +4.394061116289e-03 -4.609380708564e-04 +0.000000000000e+00 +0.000000000000e+00 +4.394061116289e-03 +4.609380708564e-04 +0.000000000000e+00 +0.000000000000e+00 +7.291459905597e-03 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +7.291459905597e-03 +0.000000000000e+00 +3.060298235810e-05 +0.000000000000e+00 +6.980180830000e-05 +0.000000000000e+00 -3.919882594190e-05 +0.000000000000e+00 +7.221658097297e-03 +0.000000000000e+00 -3.919882594190e-05 +0.000000000000e+00 +7.221658097297e-03 +0.000000000000e+00
POP_DECOMP_TRACE 5 4.0000000000e-02 1 +1.464482000000e-01 +0.000000000000e+00 +0.000000000000e+00 -4.725224063967e-03 +2.674728074514e-04 -4.725224063967e-03 -2.674728074514e-04 -9.450448127935e-03 +0.000000000000e+00 -4.725224063967e-03 +2.674728074514e-04 -4.725224063967e-03 -2.674728074514e-04 -9.450448127935e-03 +0.000000000000e+00 -9.722088825018e-04 +1.872346279580e-04 +0.000000000000e+00 +0.000000000000e+00 -9.722088825018e-04 -1.872346279580e-04 +0.000000000000e+00 +0.000000000000e+00 +5.737351229298e-03 -7.786448337446e-04 +0.000000000000e+00 +0.000000000000e+00 +5.737351229298e-03 +7.786448337446e-04 +0.000000000000e+00 +0.000000000000e+00 +9.530284693592e-03 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +9.530284693592e-03 +0.000000000000e+00 +7.983656565704e-05 +0.000000000000e+00 +1.235890740000e-04 +0.000000000000e+00 -4.375250834296e-05 +0.000000000000e+00 +9.406695619592e-03 +0.000000000000e+00 -4.375250834296e-05 +0.000000000000e+00 +9.406695619592e-03 +0.000000000000e+00
POP_DECOMP_TRACE 6 5.0000000000e-02 1 +1.464497450000e-01 +0.000000000000e+00 +0.000000000000e+00 -5.738691605804e-03 +4.062082568181e-04 -5.738691605804e-03 -4.062082568181e-04 -1.147738321161e-02 +0.000000000000e+00 -5.738691605804e-03 +4.062082568181e-04 -5.738691605804e-03 -4.062082568181e-04 -1.147738321161e-02 +0.000000000000e+00 -1.178228202072e-03 +2.761014582992e-04 +0.000000000000e+00 +0.000000000000e+00 -1.178228202072e-03 -2.761014582992e-04 +0.000000000000e+00 +0.000000000000e+00 +6.994464156401e-03 -1.140698888818e-03 +0.000000000000e+00 +0.000000000000e+00 +6.994464156401e-03 +1.140698888818e-03 +0.000000000000e+00 +0.000000000000e+00 +1.163247190866e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +1.163247190866e-02 +0.000000000000e+00 +1.550886970519e-04 +0.000000000000e+00 +1.937784330000e-04 +0.000000000000e+00 -3.868973594810e-05 +0.000000000000e+00 +1.143869347566e-02 +0.000000000000e+00 -3.868973594810e-05 +0.000000000000e+00 +1.143869347566e-02 +0.000000000000e+00
POP_DECOMP_TRACE 7 6.0000000000e-02 1 +1.464520760000e-01 +0.000000000000e+00 +0.000000000000e+00 -6.669036115120e-03 +5.667482735794e-04 -6.669036115120e-03 -5.667482735794e-04 -1.333807223024e-02 +0.000000000000e+00 -6.669036115120e-03 +5.667482735794e-04 -6.669036115120e-03 -5.667482735794e-04 -1.333807223024e-02 +0.000000000000e+00 -1.366177563041e-03 +3.715293726154e-04 +0.000000000000e+00 +0.000000000000e+00 -1.366177563041e-03 -3.715293726154e-04 +0.000000000000e+00 +0.000000000000e+00 +8.162952544067e-03 -1.521176939617e-03 +0.000000000000e+00 +0.000000000000e+00 +8.162952544067e-03 +1.521176939617e-03 +0.000000000000e+00 +0.000000000000e+00 +1.359354996205e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +1.359354996205e-02 +0.000000000000e+00 +2.554777318127e-04 +0.000000000000e+00 +2.807270240000e-04 +0.000000000000e+00 -2.524929218734e-05 +0.000000000000e+00 +1.331282293805e-02 +0.000000000000e+00 -2.524929218734e-05 +0.000000000000e+00 +1.331282293805e-02 +0.000000000000e+00
POP_DECOMP_TRACE 8 7.0000000000e-02 1 +1.464553600000e-01 +0.000000000000e+00 +0.000000000000e+00 -7.522258131926e-03 +7.462326975345e-04 -7.522258131926e-03 -7.462326975345e-04 -1.504451626385e-02 +0.000000000000e+00 -7.522258131926e-03 +7.462326975345e-04 -7.522258131926e-03 -7.462326975345e-04 -1.504451626385e-02 +0.000000000000e+00 -1.537589245494e-03 +4.687719155100e-04 +0.000000000000e+00 +0.000000000000e+00 -1.537589245494e-03 -4.687719155100e-04 +0.000000000000e+00 +0.000000000000e+00 +9.248681402762e-03 -1.896445511268e-03 +0.000000000000e+00 +0.000000000000e+00 +9.248681402762e-03 +1.896445511268e-03 +0.000000000000e+00 +0.000000000000e+00 +1.542218431454e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +1.542218431454e-02 +0.000000000000e+00 +3.776680506833e-04 +0.000000000000e+00 +3.847497800000e-04 +0.000000000000e+00 -7.081729316685e-06 +0.000000000000e+00 +1.503743453454e-02 +0.000000000000e+00 -7.081729316685e-06 +0.000000000000e+00 +1.503743453454e-02 +0.000000000000e+00
POP_DECOMP_TRACE 9 8.0000000000e-02 1 +1.464597710000e-01 +0.000000000000e+00 +0.000000000000e+00 -8.310271002821e-03 +9.428182069917e-04 -8.310271002821e-03 -9.428182069917e-04 -1.662054200564e-02 +0.000000000000e+00 -8.310271002821e-03 +9.428182069917e-04 -8.310271002821e-03 -9.428182069917e-04 -1.662054200564e-02 +0.000000000000e+00 -1.695276305511e-03 +5.642910032220e-04 +0.000000000000e+00 +0.000000000000e+00 -1.695276305511e-03 -5.642910032220e-04 +0.000000000000e+00 +0.000000000000e+00 +1.026408714633e-02 -2.247812595424e-03 +0.000000000000e+00 +0.000000000000e+00 +1.026408714633e-02 +2.247812595424e-03 +0.000000000000e+00 +0.000000000000e+00 +1.713762168164e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +1.713762168164e-02 +0.000000000000e+00 +5.170796759937e-04 +0.000000000000e+00 +5.061259400000e-04 +0.000000000000e+00 +1.095373599374e-05 +0.000000000000e+00 +1.663149574164e-02 +0.000000000000e+00 +1.095373599374e-05 +0.000000000000e+00 +1.663149574164e-02 +0.000000000000e+00
POP_DECOMP_TRACE 10 9.0000000000e-02 1 +1.464654820000e-01 +0.000000000000e+00 +0.000000000000e+00 -9.048292542968e-03 +1.155766001774e-03 -9.048292542968e-03 -1.155766001774e-03 -1.809658508594e-02 +0.000000000000e+00 -9.048292542968e-03 +1.155766001774e-03 -9.048292542968e-03 -1.155766001774e-03 -1.809658508594e-02 +0.000000000000e+00 -1.842711251274e-03 +6.560589296054e-04 +0.000000000000e+00 +0.000000000000e+00 -1.842711251274e-03 -6.560589296054e-04 +0.000000000000e+00 +0.000000000000e+00 +1.122564053554e-02 -2.563233269734e-03 +0.000000000000e+00 +0.000000000000e+00 +1.122564053554e-02 +2.563233269734e-03 +0.000000000000e+00 +0.000000000000e+00 +1.876585856853e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +1.876585856853e-02 +0.000000000000e+00 +6.692734825976e-04 +0.000000000000e+00 +6.451035920000e-04 +0.000000000000e+00 +2.416989059760e-05 +0.000000000000e+00 +1.812075497653e-02 +0.000000000000e+00 +2.416989059760e-05 +0.000000000000e+00 +1.812075497653e-02 +0.000000000000e+00
POP_DECOMP_TRACE 11 1.0000000000e-01 1 +1.464726730000e-01 +0.000000000000e+00 +0.000000000000e+00 -9.752006597772e-03 +1.385276384822e-03 -9.752006597772e-03 -1.385276384822e-03 -1.950401319554e-02 +0.000000000000e+00 -9.752006597772e-03 +1.385276384822e-03 -9.752006597772e-03 -1.385276384822e-03 -1.950401319554e-02 +0.000000000000e+00 -1.983368484055e-03 +7.435761607153e-04 +0.000000000000e+00 +0.000000000000e+00 -1.983368484055e-03 -7.435761607153e-04 +0.000000000000e+00 +0.000000000000e+00 +1.215096952508e-02 -2.837864052110e-03 +0.000000000000e+00 +0.000000000000e+00 +1.215096952508e-02 +2.837864052110e-03 +0.000000000000e+00 +0.000000000000e+00 +2.033520208205e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.033520208205e-02 +0.000000000000e+00 +8.311888865061e-04 +0.000000000000e+00 +8.019029830000e-04 +0.000000000000e+00 +2.928590350614e-05 +0.000000000000e+00 +1.953329909905e-02 +0.000000000000e+00 +2.928590350614e-05 +0.000000000000e+00 +1.953329909905e-02 +0.000000000000e+00
POP_DECOMP_TRACE 12 1.1000000000e-01 1 +1.464815200000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.043500075932e-02 +1.632125075763e-03 -1.043500075932e-02 -1.632125075763e-03 -2.087000151864e-02 +0.000000000000e+00 -1.043500075932e-02 +1.632125075763e-03 -1.043500075932e-02 -1.632125075763e-03 -2.087000151864e-02 +0.000000000000e+00 -2.120151584493e-03 +8.276267909796e-04 +0.000000000000e+00 +0.000000000000e+00 -2.120151584493e-03 -8.276267909796e-04 +0.000000000000e+00 +0.000000000000e+00 +1.305612981098e-02 -3.073465829854e-03 +0.000000000000e+00 +0.000000000000e+00 +1.305612981098e-02 +3.073465829854e-03 +0.000000000000e+00 +0.000000000000e+00 +2.187195645297e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.187195645297e-02 +0.000000000000e+00 +1.001954934334e-03 +0.000000000000e+00 +9.767190660000e-04 +0.000000000000e+00 +2.523586833389e-05 +0.000000000000e+00 +2.089523738697e-02 +0.000000000000e+00 +2.523586833389e-05 +0.000000000000e+00 +2.089523738697e-02 +0.000000000000e+00
POP_DECOMP_TRACE 13 1.2000000000e-01 1 +1.464922070000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.110690186528e-02 +1.897198920021e-03 -1.110690186528e-02 -1.897198920021e-03 -2.221380373056e-02 +0.000000000000e+00 -1.110690186528e-02 +1.897198920021e-03 -1.110690186528e-02 -1.897198920021e-03 -2.221380373056e-02 +0.000000000000e+00 -2.255001895380e-03 +9.098417625568e-04 +0.000000000000e+00 +0.000000000000e+00 -2.255001895380e-03 -9.098417625568e-04 +0.000000000000e+00 +0.000000000000e+00 +1.395345552305e-02 -3.276850681268e-03 +0.000000000000e+00 +0.000000000000e+00 +1.395345552305e-02 +3.276850681268e-03 +0.000000000000e+00 +0.000000000000e+00 +2.339690725533e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.339690725533e-02 +0.000000000000e+00 +1.183103524775e-03 +0.000000000000e+00 +1.169723520000e-03 +0.000000000000e+00 +1.338000477492e-05 +0.000000000000e+00 +2.222718373533e-02 +0.000000000000e+00 +1.338000477492e-05 +0.000000000000e+00 +2.222718373533e-02 +0.000000000000e+00
POP_DECOMP_TRACE 14 1.3000000000e-01 1 +1.465049150000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.177247050835e-02 +2.181047424423e-03 -1.177247050835e-02 -2.181047424423e-03 -2.354494101671e-02 +0.000000000000e+00 -1.177247050835e-02 +2.181047424423e-03 -1.177247050835e-02 -2.181047424423e-03 -2.354494101671e-02 +0.000000000000e+00 -2.388742593070e-03 +9.921715088300e-04 +0.000000000000e+00 +0.000000000000e+00 -2.388742593070e-03 -9.921715088300e-04 +0.000000000000e+00 +0.000000000000e+00 +1.485029358030e-02 -3.457718752861e-03 +0.000000000000e+00 +0.000000000000e+00 +1.485029358030e-02 +3.457718752861e-03 +0.000000000000e+00 +0.000000000000e+00 +2.492310197446e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.492310197446e-02 +0.000000000000e+00 +1.378160957748e-03 +0.000000000000e+00 +1.381066410000e-03 +0.000000000000e+00 -2.905452251581e-06 +0.000000000000e+00 +2.354203556446e-02 +0.000000000000e+00 -2.905452251581e-06 +0.000000000000e+00 +2.354203556446e-02 +0.000000000000e+00
POP_DECOMP_TRACE 15 1.4000000000e-01 1 +1.465198280000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.243171637706e-02 +2.483557395306e-03 -1.243171637706e-02 -2.483557395306e-03 -2.486343275413e-02 +0.000000000000e+00 -1.243171637706e-02 +2.483557395306e-03 -1.243171637706e-02 -2.483557395306e-03 -2.486343275413e-02 +0.000000000000e+00 -2.521162044327e-03 +1.076378957853e-03 +0.000000000000e+00 +0.000000000000e+00 -2.521162044327e-03 -1.076378957853e-03 +0.000000000000e+00 +0.000000000000e+00 +1.574874943117e-02 -3.626312066277e-03 +0.000000000000e+00 +0.000000000000e+00 +1.574874943117e-02 +3.626312066277e-03 +0.000000000000e+00 +0.000000000000e+00 +2.645517477369e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.645517477369e-02 +0.000000000000e+00 +1.591742019560e-03 +0.000000000000e+00 +1.610877560000e-03 +0.000000000000e+00 -1.913554043997e-05 +0.000000000000e+00 +2.484429721369e-02 +0.000000000000e+00 -1.913554043997e-05 +0.000000000000e+00 +2.484429721369e-02 +0.000000000000e+00
POP_DECOMP_TRACE 16 1.5000000000e-01 1 +1.465371320000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.308089701357e-02 +2.803823597320e-03 -1.308089701357e-02 -2.803823597320e-03 -2.616179402713e-02 +0.000000000000e+00 -1.308089701357e-02 +2.803823597320e-03 -1.308089701357e-02 -2.803823597320e-03 -2.616179402713e-02 +0.000000000000e+00 -2.651292511468e-03 +1.163650122988e-03 +0.000000000000e+00 +0.000000000000e+00 -2.651292511468e-03 -1.163650122988e-03 +0.000000000000e+00 +0.000000000000e+00 +1.664638365399e-02 -3.791311201103e-03 +0.000000000000e+00 +0.000000000000e+00 +1.664638365399e-02 +3.791311201103e-03 +0.000000000000e+00 +0.000000000000e+00 +2.799018228505e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.799018228505e-02 +0.000000000000e+00 +1.828388257918e-03 +0.000000000000e+00 +1.859267720000e-03 +0.000000000000e+00 -3.087946208217e-05 +0.000000000000e+00 +2.613091456505e-02 +0.000000000000e+00 -3.087946208217e-05 +0.000000000000e+00 +2.613091456505e-02 +0.000000000000e+00
POP_DECOMP_TRACE 17 1.6000000000e-01 1 +1.465570140000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.371410563184e-02 +3.140237846069e-03 -1.371410563184e-02 -3.140237846069e-03 -2.742821126368e-02 +0.000000000000e+00 -1.371410563184e-02 +3.140237846069e-03 -1.371410563184e-02 -3.140237846069e-03 -2.742821126368e-02 +0.000000000000e+00 -2.777804878473e-03 +1.254386948068e-03 +0.000000000000e+00 +0.000000000000e+00 -2.777804878473e-03 -1.254386948068e-03 +0.000000000000e+00 +0.000000000000e+00 +1.753763364900e-02 -3.958322508523e-03 +0.000000000000e+00 +0.000000000000e+00 +1.753763364900e-02 +3.958322508523e-03 +0.000000000000e+00 +0.000000000000e+00 +2.951965754106e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +2.951965754106e-02 +0.000000000000e+00 +2.091446277379e-03 +6.938893903907e-20 +2.126329540000e-03 +0.000000000000e+00 -3.488326262091e-05 +6.938893903907e-20 +2.739332800106e-02 +6.938893903907e-20 -3.488326262091e-05 +6.938893903907e-20 +2.739332800106e-02 +6.938893903907e-20
POP_DECOMP_TRACE 18 1.7000000000e-01 1 +1.465796590000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.432506629805e-02 +3.490764780148e-03 -1.432506629805e-02 -3.490764780148e-03 -2.865013259610e-02 +0.000000000000e+00 -1.432506629805e-02 +3.490764780148e-03 -1.432506629805e-02 -3.490764780148e-03 -2.865013259610e-02 +0.000000000000e+00 -2.899423718821e-03 +1.348203597632e-03 +0.000000000000e+00 +0.000000000000e+00 -2.899423718821e-03 -1.348203597632e-03 +0.000000000000e+00 +0.000000000000e+00 +1.841562193586e-02 -4.129166550753e-03 +0.000000000000e+00 +0.000000000000e+00 +1.841562193586e-02 +4.129166550753e-03 +0.000000000000e+00 +0.000000000000e+00 +3.103239643408e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +3.103239643408e-02 +0.000000000000e+00 +2.382263837982e-03 +0.000000000000e+00 +2.412138520000e-03 +0.000000000000e+00 -2.987468201785e-05 +0.000000000000e+00 +2.862025791408e-02 +0.000000000000e+00 -2.987468201785e-05 +0.000000000000e+00 +2.862025791408e-02 +0.000000000000e+00
POP_DECOMP_TRACE 19 1.8000000000e-01 1 +1.466052560000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.490874968421e-02 +3.853327674593e-03 -1.490874968421e-02 -3.853327674593e-03 -2.981749936842e-02 +0.000000000000e+00 -1.490874968421e-02 +3.853327674593e-03 -1.490874968421e-02 -3.853327674593e-03 -2.981749936842e-02 +0.000000000000e+00 -3.015271950460e-03 +1.444102838875e-03 +0.000000000000e+00 +0.000000000000e+00 -3.015271950460e-03 -1.444102838875e-03 +0.000000000000e+00 +0.000000000000e+00 +1.927397064832e-02 -4.302011861414e-03 +0.000000000000e+00 +0.000000000000e+00 +1.927397064832e-02 +4.302011861414e-03 +0.000000000000e+00 +0.000000000000e+00 +3.251739739572e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +3.251739739572e-02 +0.000000000000e+00 +2.699898027301e-03 +0.000000000000e+00 +2.716753670000e-03 +0.000000000000e+00 -1.685564269858e-05 +0.000000000000e+00 +2.980064372572e-02 +0.000000000000e+00 -1.685564269858e-05 +0.000000000000e+00 +2.980064372572e-02 +0.000000000000e+00
POP_DECOMP_TRACE 20 1.9000000000e-01 1 +1.466339940000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.546249750201e-02 +4.226202947728e-03 -1.546249750201e-02 -4.226202947728e-03 -3.092499500402e-02 +0.000000000000e+00 -1.546249750201e-02 +4.226202947728e-03 -1.546249750201e-02 -4.226202947728e-03 -3.092499500402e-02 +0.000000000000e+00 -3.125078069986e-03 +1.540773105273e-03 +0.000000000000e+00 +0.000000000000e+00 -3.125078069986e-03 -1.540773105273e-03 +0.000000000000e+00 +0.000000000000e+00 +2.010827452043e-02 -4.472235218594e-03 +0.000000000000e+00 +0.000000000000e+00 +2.010827452043e-02 +4.472235218594e-03 +0.000000000000e+00 +0.000000000000e+00 +3.396639290089e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +3.396639290089e-02 +0.000000000000e+00 +3.041397896869e-03 -3.469446951954e-20 +3.040218310000e-03 +0.000000000000e+00 +1.179586868678e-06 -3.469446951954e-20 +3.092617459089e-02 -3.469446951954e-20 +1.179586868678e-06 -3.469446951954e-20 +3.092617459089e-02 -3.469446951954e-20
POP_DECOMP_TRACE 21 2.0000000000e-01 1 +1.466660610000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.598647502982e-02 +4.608322712829e-03 -1.598647502982e-02 -4.608322712829e-03 -3.197295005963e-02 +0.000000000000e+00 -1.598647502982e-02 +4.608322712829e-03 -1.598647502982e-02 -4.608322712829e-03 -3.197295005963e-02 +0.000000000000e+00 -3.229215167757e-03 +1.636926436353e-03 +0.000000000000e+00 +0.000000000000e+00 -3.229215167757e-03 -1.636926436353e-03 +0.000000000000e+00 +0.000000000000e+00 +2.091698117788e-02 -4.633761377681e-03 +0.000000000000e+00 +0.000000000000e+00 +2.091698117788e-02 +4.633761377681e-03 +0.000000000000e+00 +0.000000000000e+00 +3.537553202024e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +3.537553202024e-02 +0.000000000000e+00 +3.402581960609e-03 -3.469446951954e-20 +3.382560580000e-03 +0.000000000000e+00 +2.002138060945e-05 -3.469446951954e-20 +3.199297144024e-02 -3.469446951954e-20 +2.002138060945e-05 -3.469446951954e-20 +3.199297144024e-02 -3.469446951954e-20
POP_DECOMP_TRACE 22 2.1000000000e-01 1 +1.467016450000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.648342940457e-02 +4.999410311051e-03 -1.648342940457e-02 -4.999410311051e-03 -3.296685880914e-02 +0.000000000000e+00 -1.648342940457e-02 +4.999410311051e-03 -1.648342940457e-02 -4.999410311051e-03 -3.296685880914e-02 +0.000000000000e+00 -3.328580891528e-03 +1.731596104170e-03 +0.000000000000e+00 +0.000000000000e+00 -3.328580891528e-03 -1.731596104170e-03 +0.000000000000e+00 +0.000000000000e+00 +2.170156522901e-02 -4.780564217054e-03 +0.000000000000e+00 +0.000000000000e+00 +2.170156522901e-02 +4.780564217054e-03 +0.000000000000e+00 +0.000000000000e+00 +3.674596867497e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +3.674596867497e-02 +0.000000000000e+00 +3.779109865827e-03 -3.469446951954e-20 +3.743794070000e-03 +0.000000000000e+00 +3.531579582706e-05 -3.469446951954e-20 +3.300217460497e-02 -3.469446951954e-20 +3.531579582706e-05 -3.469446951954e-20 +3.300217460497e-02 -3.469446951954e-20
POP_DECOMP_TRACE 23 2.2000000000e-01 1 +1.467409370000e-01 +0.000000000000e+00 +0.000000000000e+00 -1.695788136345e-02 +5.399917347483e-03 -1.695788136345e-02 -5.399917347483e-03 -3.391576272691e-02 +0.000000000000e+00 -1.695788136345e-02 +5.399917347483e-03 -1.695788136345e-02 -5.399917347483e-03 -3.391576272691e-02 +0.000000000000e+00 -3.424362203100e-03 +1.824329330729e-03 +0.000000000000e+00 +0.000000000000e+00 -3.424362203100e-03 -1.824329330729e-03 +0.000000000000e+00 +0.000000000000e+00 +2.246603205191e-02 -4.908007665521e-03 +0.000000000000e+00 +0.000000000000e+00 +2.246603205191e-02 +4.908007665521e-03 +0.000000000000e+00 +0.000000000000e+00 +3.808333969762e-02 +0.000000000000e+00 +0.000000000000e+00 +0.000000000000e+00 +3.808333969762e-02 +0.000000000000e+00 +4.167576970717e-03 +3.469446951954e-20 +4.123918300000e-03 +0.000000000000e+00 +4.365867071726e-05 +3.469446951954e-20 +3.395942139762e-02 +3.469446951954e-20 +4.365867071726e-05 +3.469446951954e-20 +3.395942139762e-02 +3.469446951954e-20
